movie_id,days_since_release,current_rating,num_reviews,final_score,final_rating_bucket
655,7.55,55.57,214,59.67,0
461,11.17,4.65,98,7.53,0
657,12.91,79.94,383,78.5,1
737,11.73,48.62,299,46.95,0
204,8.21,89.2,318,89.56,1
475,10.49,66.36,169,67.23,1
891,13.83,26.69,73,28.41,0
417,4.33,17.39,151,14.66,0
623,6.09,60.32,287,58.94,0
365,8.24,92.56,60,93.01,2
180,0.54,82.52,67,91.7,2
399,11.32,20.75,75,21.35,0
914,0.38,85.28,47,95.54,2
819,2.32,83.06,106,83.52,1
413,7.52,51.17,202,50.1,0
614,6.56,82.28,236,79.47,1
146,9.54,46.7,320,40.54,0
714,3.28,52.01,107,53.15,0
53,4.64,36.46,221,32.32,0
821,13.82,39.95,41,35.06,0
665,4.58,19.12,19,14.6,0
426,3.39,21.08,187,22.74,0
88,5.44,46.37,127,46.47,0
16,12.61,59.8,392,59.62,0
199,7.65,94.75,248,90.56,2
455,7.7,60.38,228,65.67,1
696,0.06,78.62,3,81.44,1
193,2.71,68.95,262,70.88,1
434,1.37,63.44,175,65.65,1
279,13.24,27.76,293,26.98,0
982,9.5,13.81,163,11.09,0
281,9.43,61.62,221,58.04,0
991,13.53,84.9,256,83.52,1
738,8.49,8.03,121,15.78,0
391,8.8,37.66,333,35.68,0
763,0.9,39.82,67,35.96,0
114,0.35,5.58,57,17.03,0
223,6.28,43.55,186,37.6,0
412,7.36,78.25,286,72.92,1
592,13.88,10.31,18,13.57,0
212,3.68,3.38,41,7.9,0
724,9.48,71.05,136,72.11,1
417,5.61,7.13,135,14.66,0
660,9.04,84.07,191,85.65,1
537,7.93,65.19,195,67.42,1
84,5.61,34.85,156,31.25,0
784,9.46,81.84,312,79.81,1
988,3.95,50.29,282,51.3,0
889,10.82,52.58,327,52.05,0
780,4.35,29.06,79,37.39,0
610,0.76,92.82,78,96.72,2
28,2.05,61.91,84,59.27,0
482,4.24,97.73,135,91.52,2
16,2.44,58.28,265,59.62,0
735,9.93,14.97,386,15.02,0
875,11.5,36.46,181,32.32,0
487,11.72,74.45,231,78.11,1
229,12.79,7.18,251,15.54,0
835,7.68,73.09,74,70.98,1
732,12.74,37.23,44,36.24,0
532,12.76,70.16,326,62.72,1
455,8.11,73.51,247,65.67,1
33,3.44,68.53,69,72.39,1
719,7.98,60.13,297,58.38,0
620,7.99,59.22,329,66.51,1
493,7.62,55.24,301,50.15,0
39,5.92,16.48,140,15.96,0
662,4.94,72.07,216,74.1,1
314,7.21,82.09,187,85.56,1
303,0.95,62.27,150,70.24,1
89,11.68,24.28,128,19.1,0
677,1.52,53.61,86,60.95,1
260,11.48,12.27,265,9.57,0
484,3.91,28.2,81,18.07,0
586,2.07,88.48,97,81.1,1
784,12.9,76.54,313,79.81,1
684,8.77,74.07,123,71.72,1
777,1.93,7.03,226,5.72,0
889,5.8,45.0,364,52.05,0
158,4.96,89.11,206,86.46,1
203,9.23,20.58,320,27.88,0
470,4.23,22.11,227,22.34,0
500,10.03,90.95,162,94.35,2
351,5.38,71.55,361,69.87,1
509,8.5,96.02,189,91.38,2
141,5.16,53.33,153,54.62,0
985,13.46,35.08,332,26.73,0
365,7.75,86.82,57,93.01,2
97,1.43,96.85,191,95.27,2
684,11.43,61.73,121,71.72,1
826,0.45,16.61,73,25.02,0
718,4.65,72.25,281,77.63,1
686,3.65,91.92,148,89.77,1
658,13.1,85.02,62,84.7,1
954,10.55,58.84,372,63.65,1
490,0.75,19.13,134,33.45,0
26,5.85,58.77,308,61.28,1
682,11.88,95.51,318,95.47,2
23,6.41,95.11,274,93.67,2
946,11.01,13.62,254,7.19,0
474,8.32,68.05,267,64.51,1
295,1.87,87.96,67,94.1,2
188,7.92,9.12,290,9.47,0
273,3.61,62.99,221,61.77,1
290,0.67,62.26,45,61.12,1
504,3.89,40.03,117,45.2,0
674,10.24,52.11,146,61.82,1
275,9.61,100.0,251,97.7,2
63,0.6,45.57,7,38.84,0
293,0.95,88.99,57,92.57,2
793,4.74,34.2,204,29.99,0
644,5.8,56.43,46,58.0,0
287,4.02,38.92,18,35.13,0
682,1.97,94.5,215,95.47,2
189,10.91,51.51,30,54.61,0
628,13.36,86.61,104,84.69,1
786,2.89,43.59,232,41.35,0
449,12.62,44.62,320,30.7,0
726,5.25,31.73,55,24.2,0
705,7.23,24.52,96,29.24,0
510,2.97,5.59,257,8.42,0
998,11.68,83.27,258,84.0,1
590,12.37,71.76,258,64.97,1
78,5.24,41.53,327,46.2,0
563,6.53,19.27,311,20.46,0
387,3.88,35.2,223,30.6,0
292,6.7,35.16,259,40.47,0
225,0.55,0.0,45,10.29,0
382,11.95,66.25,207,62.19,1
601,10.32,89.66,182,90.0,2
295,2.65,88.48,79,94.1,2
957,1.08,52.59,29,52.19,0
77,11.37,49.85,328,57.14,0
570,2.48,39.01,228,38.8,0
442,4.75,29.33,60,23.67,0
130,6.8,60.77,66,67.57,1
457,0.39,71.75,45,72.33,1
782,13.13,62.8,126,60.77,1
732,11.61,34.72,44,36.24,0
288,4.75,5.51,220,8.38,0
64,5.75,52.39,240,49.78,0
800,6.76,29.47,251,36.37,0
388,0.45,51.76,82,52.81,0
444,12.76,35.09,34,25.77,0
123,7.97,95.78,179,92.6,2
965,11.93,44.08,313,43.85,0
690,6.4,68.75,332,67.92,1
940,9.78,56.24,118,58.21,0
661,8.79,32.28,364,40.66,0
864,6.92,64.05,19,63.61,1
852,7.61,8.45,200,11.64,0
309,12.04,38.43,200,43.91,0
986,8.99,84.34,253,89.49,1
588,7.65,18.19,145,17.08,0
316,1.79,21.78,81,19.86,0
206,2.76,94.36,279,95.13,2
742,0.34,12.77,30,22.6,0
859,2.7,24.33,175,22.86,0
179,8.64,42.0,268,47.29,0
275,3.0,94.39,187,97.7,2
708,3.49,58.67,106,50.92,0
484,11.62,16.22,119,18.07,0
214,9.26,93.08,398,92.63,2
711,0.32,78.33,56,79.02,1
297,5.59,97.81,230,90.15,2
556,7.02,85.77,86,86.51,1
204,5.18,95.82,297,89.56,1
945,9.51,62.4,297,61.2,1
820,7.58,14.47,27,9.69,0
481,4.0,81.18,138,90.42,2
961,6.94,17.85,316,10.41,0
170,0.41,68.46,76,69.82,1
962,4.72,69.58,340,68.17,1
389,13.91,54.65,92,50.57,0
941,5.25,18.69,116,21.08,0
651,11.34,80.98,48,78.67,1
395,3.9,27.81,75,20.43,0
511,9.36,89.05,77,94.23,2
419,0.96,24.86,149,33.82,0
319,2.88,29.13,23,27.98,0
842,5.93,8.98,53,11.99,0
880,2.94,22.54,162,15.38,0
656,2.47,5.76,57,11.57,0
287,2.36,33.62,19,35.13,0
793,9.53,37.66,332,29.99,0
199,11.75,94.08,252,90.56,2
381,2.73,71.0,17,72.15,1
886,8.81,32.9,52,30.67,0
594,13.87,74.18,206,74.68,1
191,12.42,96.19,362,93.99,2
945,11.6,65.36,344,61.2,1
393,9.21,49.67,141,41.88,0
913,10.55,49.03,103,42.92,0
955,7.03,7.51,220,6.48,0
949,11.25,94.82,353,88.12,1
7,13.35,29.39,321,25.35,0
592,13.38,19.75,15,13.57,0
9,11.63,85.26,309,79.91,1
178,1.16,73.12,10,77.13,1
124,0.61,79.85,27,85.51,1
568,7.7,22.84,22,23.7,0
749,10.62,33.98,342,30.62,0
305,10.31,62.95,211,63.51,1
543,7.96,41.18,196,36.08,0
400,11.51,55.95,356,52.87,0
885,11.75,32.71,297,24.95,0
991,9.44,82.07,226,83.52,1
457,11.41,72.51,187,72.33,1
762,4.49,32.61,252,32.7,0
683,6.32,8.63,373,6.21,0
935,1.94,8.39,158,6.54,0
936,6.96,19.4,89,25.19,0
150,10.78,49.26,143,43.57,0
519,12.86,52.57,381,45.4,0
555,4.37,46.44,151,47.5,0
422,12.91,86.84,306,85.29,1
966,1.79,85.03,16,86.16,1
394,6.42,37.51,53,37.88,0
648,1.95,79.23,79,84.4,1
836,3.89,11.22,16,11.46,0
305,4.77,64.67,214,63.51,1
780,3.16,45.89,68,37.39,0
781,5.28,18.34,21,18.74,0
181,5.49,52.33,186,56.86,0
21,0.53,16.04,72,12.88,0
685,5.7,78.61,100,78.62,1
973,13.71,93.39,183,96.46,2
773,11.99,31.41,236,33.32,0
719,9.48,58.28,297,58.38,0
747,2.62,68.17,73,77.22,1
499,8.3,44.1,209,47.89,0
599,4.84,35.87,162,35.31,0
483,13.27,72.74,31,74.68,1
117,0.91,93.92,39,90.0,2
33,10.38,73.03,117,72.39,1
688,0.19,7.65,30,14.01,0
497,3.3,36.75,229,41.43,0
690,10.63,64.18,332,67.92,1
495,5.58,25.29,271,30.25,0
325,6.42,43.9,66,39.86,0
141,0.55,58.9,51,54.62,0
998,7.81,78.38,258,84.0,1
702,12.17,31.3,35,28.01,0
139,0.73,38.25,94,44.91,0
817,6.91,97.78,201,92.95,2
495,2.64,27.46,192,30.25,0
997,12.71,89.02,119,88.76,1
777,1.56,6.82,235,5.72,0
66,11.91,2.95,66,5.49,0
692,6.06,20.63,143,23.11,0
526,0.4,14.86,18,31.82,0
429,11.08,66.7,205,63.74,1
45,1.43,77.46,32,81.26,1
899,6.39,14.84,320,12.87,0
438,4.79,26.79,54,22.8,0
82,10.25,9.88,79,11.16,0
581,12.74,79.0,306,82.73,1
655,0.11,54.46,16,59.67,0
380,13.33,95.53,126,96.05,2
261,7.18,39.23,153,42.11,0
782,0.18,58.25,9,60.77,1
21,6.57,8.76,299,12.88,0
334,2.37,65.86,17,66.93,1
874,9.73,53.41,327,46.47,0
704,2.59,22.01,32,23.61,0
674,1.99,58.65,95,61.82,1
908,9.0,46.39,278,41.31,0
128,2.14,76.86,172,81.22,1
937,0.32,84.37,68,91.64,2
951,9.52,90.9,120,79.93,1
159,0.6,77.37,125,88.24,1
750,3.36,14.94,37,8.25,0
853,13.33,49.24,46,38.92,0
949,12.52,86.3,333,88.12,1
794,9.97,13.82,62,18.21,0
999,10.28,37.06,94,30.54,0
283,6.34,77.82,204,78.15,1
381,6.2,73.12,22,72.15,1
26,1.72,61.2,175,61.28,1
991,5.81,75.15,240,83.52,1
890,13.92,58.95,45,57.05,0
329,8.93,44.2,377,39.82,0
556,4.63,80.72,76,86.51,1
315,4.05,93.68,62,93.64,2
625,7.9,50.12,312,49.16,0
841,9.54,84.14,71,82.5,1
698,6.27,30.55,29,31.71,0
750,4.69,18.6,47,8.25,0
776,8.36,80.6,209,88.86,1
550,11.82,89.47,342,93.55,2
251,11.78,93.52,183,87.79,1
14,4.11,11.22,37,9.28,0
590,3.58,64.73,203,64.97,1
296,3.82,32.39,234,34.55,0
391,6.1,33.32,291,35.68,0
916,2.01,36.38,192,29.35,0
903,9.63,16.48,122,13.87,0
82,10.52,6.98,93,11.16,0
94,0.3,63.57,43,68.08,1
634,4.02,6.51,22,9.73,0
606,0.22,65.14,31,68.8,1
629,4.68,65.09,348,70.62,1
179,6.25,48.57,245,47.29,0
149,5.78,31.78,168,38.83,0
225,0.43,4.65,50,10.29,0
549,8.65,26.94,274,26.64,0
929,3.51,24.53,138,23.41,0
159,6.9,83.91,310,88.24,1
299,7.57,59.26,122,52.25,0
947,12.02,99.33,336,95.89,2
636,13.7,81.4,106,82.87,1
914,1.6,100.0,151,95.54,2
506,3.49,32.7,201,29.55,0
846,10.18,59.95,229,58.97,0
28,13.08,55.21,105,59.27,0
411,8.59,20.2,25,21.92,0
67,12.22,31.51,246,28.26,0
195,4.54,40.7,120,47.47,0
848,12.03,17.55,171,20.87,0
608,5.86,98.94,126,96.2,2
207,12.68,85.91,386,76.09,1
382,5.07,69.47,175,62.19,1
584,6.64,74.36,304,75.24,1
25,11.25,68.79,261,70.99,1
142,12.9,14.55,207,21.53,0
392,8.33,0.98,81,6.47,0
71,11.78,21.72,352,30.28,0
227,3.98,75.59,348,74.89,1
648,12.54,86.19,137,84.4,1
490,2.15,30.72,236,33.45,0
479,9.48,91.48,349,85.21,1
817,0.48,95.12,60,92.95,2
421,10.37,52.7,245,48.59,0
168,11.51,47.66,174,44.68,0
218,7.25,71.72,327,69.66,1
355,4.49,72.09,181,75.95,1
727,7.76,41.34,291,36.17,0
969,1.83,65.58,53,67.09,1
30,12.43,21.33,115,28.93,0
676,12.22,46.76,392,49.67,0
420,1.19,97.89,91,96.0,2
983,9.91,97.52,292,86.17,1
934,12.63,62.45,316,67.4,1
500,5.86,93.28,137,94.35,2
462,6.29,35.31,167,34.66,0
712,2.71,22.74,139,12.86,0
932,4.67,86.87,230,87.83,1
875,0.44,24.23,42,32.32,0
529,7.1,80.6,131,76.97,1
172,7.77,42.44,139,50.55,0
700,5.08,20.31,187,23.29,0
240,6.95,58.23,278,61.9,1
496,10.61,51.85,205,42.86,0
690,6.91,68.87,315,67.92,1
514,11.2,59.33,202,59.65,0
308,4.8,89.68,61,86.58,1
868,4.92,19.99,268,24.37,0
980,13.4,50.4,335,54.38,0
629,12.97,74.26,378,70.62,1
853,13.37,28.02,44,38.92,0
197,9.89,98.44,258,96.61,2
423,3.25,88.59,221,93.49,2
215,5.75,76.75,225,76.59,1
145,11.3,38.85,136,33.46,0
175,12.25,39.71,331,48.79,0
693,13.93,19.82,221,14.71,0
233,3.09,29.38,201,30.08,0
671,11.59,81.78,165,74.41,1
855,12.25,63.33,46,63.16,1
874,7.63,41.57,311,46.47,0
540,7.41,22.39,160,11.1,0
426,13.64,31.21,178,22.74,0
22,2.04,88.33,236,86.29,1
515,5.0,17.22,150,14.37,0
431,6.74,81.21,73,79.5,1
562,7.34,85.92,229,89.03,1
746,10.02,63.98,178,67.58,1
554,3.45,67.48,213,76.87,1
833,11.15,53.84,32,49.05,0
703,12.23,47.56,48,43.53,0
663,6.49,88.5,280,86.9,1
410,1.24,98.59,45,91.03,2
277,9.26,66.16,176,70.0,1
56,9.38,65.11,288,59.94,0
855,5.55,61.57,44,63.16,1
220,5.43,28.4,147,27.21,0
89,9.34,21.05,158,19.1,0
321,12.78,31.02,250,37.77,0
947,0.23,91.8,41,95.89,2
376,3.09,76.05,78,79.76,1
969,1.77,59.1,45,67.09,1
533,1.48,85.35,55,89.32,1
250,7.41,22.94,341,23.06,0
301,9.32,43.69,303,42.22,0
629,11.94,69.2,378,70.62,1
172,7.33,43.4,147,50.55,0
454,0.33,21.48,73,21.55,0
697,10.66,26.34,209,28.42,0
676,6.1,46.05,376,49.67,0
219,1.67,95.18,168,91.87,2
214,12.82,88.61,386,92.63,2
696,4.67,79.03,119,81.44,1
551,3.57,49.41,264,53.74,0
748,1.54,80.87,56,83.73,1
587,7.06,83.47,205,83.1,1
605,5.69,44.0,286,40.84,0
163,7.95,74.94,289,74.99,1
748,12.47,81.91,71,83.73,1
738,8.49,12.0,127,15.78,0
324,0.08,62.7,6,77.3,1
378,4.08,35.05,138,32.17,0
434,11.19,61.2,324,65.65,1
783,0.95,94.79,158,97.89,2
253,5.77,94.64,171,92.62,2
512,6.29,90.53,311,91.25,2
147,5.44,63.14,314,62.63,1
142,9.62,24.1,221,21.53,0
406,8.4,5.65,391,11.52,0
574,6.5,17.37,71,12.06,0
420,7.56,92.75,177,96.0,2
8,5.25,35.05,345,36.26,0
390,1.17,31.76,32,36.83,0
618,0.23,23.75,12,25.77,0
709,6.55,83.64,181,78.95,1
583,4.15,74.37,217,70.22,1
447,4.25,5.76,158,6.7,0
204,2.45,97.69,206,89.56,1
75,1.85,83.65,46,81.21,1
370,4.03,44.97,192,53.92,0
467,1.59,25.57,191,34.48,0
197,13.94,97.37,258,96.61,2
881,13.76,72.81,323,76.8,1
717,5.78,42.87,221,41.83,0
424,11.99,49.03,155,51.49,0
963,5.81,66.67,176,63.31,1
917,3.94,82.57,30,92.65,2
377,3.08,53.18,299,45.65,0
23,5.0,83.82,270,93.67,2
504,7.26,39.43,132,45.2,0
942,3.94,20.17,106,22.17,0
92,2.2,75.43,66,87.82,1
658,12.11,89.76,79,84.7,1
742,5.49,23.45,150,22.6,0
382,7.01,67.8,202,62.19,1
959,5.7,17.86,83,21.78,0
828,13.76,68.08,52,65.59,1
315,6.25,98.26,51,93.64,2
972,13.52,87.29,171,97.05,2
66,2.73,0.0,48,5.49,0
339,12.53,92.82,311,94.88,2
170,0.19,56.59,39,69.82,1
562,2.7,91.15,163,89.03,1
351,11.02,73.0,352,69.87,1
316,1.5,22.11,81,19.86,0
84,11.45,27.0,198,31.25,0
72,1.89,19.3,30,23.48,0
38,12.08,42.45,54,43.69,0
105,6.09,14.76,108,17.42,0
570,3.13,41.78,241,38.8,0
764,5.34,18.66,355,10.98,0
500,4.74,86.77,159,94.35,2
68,1.41,31.88,153,25.65,0
495,0.33,29.02,41,30.25,0
507,2.82,63.53,228,61.09,1
407,1.26,55.46,48,54.76,0
402,9.72,78.32,194,79.23,1
405,9.17,19.62,184,17.87,0
634,6.95,10.69,21,9.73,0
14,12.65,5.86,45,9.28,0
55,3.58,66.06,269,51.29,0
42,3.38,23.23,72,24.81,0
272,11.87,72.64,194,72.05,1
446,1.17,14.2,100,18.8,0
373,10.92,53.3,135,53.86,0
373,12.67,56.73,128,53.86,0
112,8.98,16.84,239,17.83,0
809,9.25,55.34,178,55.03,0
893,2.91,34.0,186,25.82,0
151,8.6,11.87,85,12.72,0
80,5.84,57.99,266,51.28,0
495,3.82,24.88,233,30.25,0
286,7.44,20.85,254,13.34,0
0,1.43,66.36,16,64.47,1
659,0.5,25.52,13,35.27,0
298,12.36,45.1,298,36.31,0
954,4.08,63.84,304,63.65,1
202,10.09,50.34,331,54.69,0
895,0.37,93.81,61,87.54,1
627,9.9,47.82,342,49.8,0
575,5.56,94.14,242,83.17,1
659,5.87,38.4,47,35.27,0
781,2.17,17.84,16,18.74,0
812,5.98,81.55,114,92.49,2
255,8.02,26.64,172,30.87,0
813,9.03,80.4,72,77.85,1
752,6.37,100.0,241,97.95,2
154,2.84,36.5,234,35.63,0
485,12.04,46.15,97,44.91,0
903,8.88,13.16,172,13.87,0
239,0.86,18.82,167,22.83,0
681,9.01,30.2,33,29.9,0
839,9.18,78.76,230,76.05,1
745,2.28,33.64,44,36.35,0
816,2.2,16.56,228,21.18,0
448,6.96,79.44,51,72.78,1
446,3.55,13.96,149,18.8,0
182,11.73,40.26,250,48.14,0
185,0.72,86.92,51,92.08,2
59,2.62,78.8,99,73.77,1
569,6.21,59.24,349,62.98,1
910,12.41,62.45,315,71.69,1
765,11.2,77.2,163,72.54,1
707,10.39,70.86,319,74.9,1
653,5.16,48.59,271,49.03,0
470,13.49,19.41,288,22.34,0
292,11.41,37.9,298,40.47,0
791,8.78,87.54,359,80.36,1
669,11.05,28.84,336,32.14,0
459,1.43,49.01,108,58.71,0
977,8.38,82.78,47,77.73,1
386,6.76,45.0,201,48.23,0
286,11.18,16.27,272,13.34,0
921,12.2,25.5,389,27.68,0
322,11.48,64.42,303,67.1,1
530,2.27,41.8,205,41.22,0
542,7.4,54.15,234,57.4,0
675,7.57,7.92,148,7.53,0
297,6.19,89.57,233,90.15,2
614,4.9,78.09,263,79.47,1
375,1.17,69.17,127,68.22,1
977,12.7,79.44,47,77.73,1
330,3.44,82.04,168,78.07,1
559,0.47,57.78,46,53.36,0
579,1.46,79.15,127,87.18,1
807,4.93,50.7,178,51.13,0
123,2.2,96.06,167,92.6,2
446,10.03,19.29,169,18.8,0
657,1.7,76.25,230,78.5,1
929,10.38,33.05,144,23.41,0
635,2.52,9.27,110,5.02,0
329,3.52,49.48,368,39.82,0
90,4.72,79.26,88,86.31,1
379,7.08,70.95,50,64.34,1
778,13.97,60.59,349,53.88,0
805,11.67,61.75,270,60.74,1
13,9.76,57.34,332,58.93,0
790,8.72,81.57,283,80.27,1
963,11.08,57.58,192,63.31,1
436,13.91,16.33,207,23.61,0
772,6.68,85.34,211,95.62,2
714,1.19,49.7,86,53.15,0
78,13.8,41.9,346,46.2,0
618,5.62,22.14,113,25.77,0
673,9.7,97.56,84,96.31,2
324,13.32,73.02,152,77.3,1
628,5.01,85.92,101,84.69,1
549,7.06,29.32,227,26.64,0
992,10.31,68.07,355,75.46,1
715,8.54,21.27,217,15.92,0
68,8.0,24.67,315,25.65,0
154,6.92,42.87,324,35.63,0
251,8.87,91.47,158,87.79,1
725,2.97,71.48,47,64.05,1
641,6.64,25.61,193,26.08,0
786,12.45,40.32,287,41.35,0
767,5.56,77.35,16,76.35,1
924,2.91,0.99,43,6.61,0
829,2.42,85.24,242,79.48,1
747,5.1,76.11,122,77.22,1
918,13.56,77.52,324,82.67,1
906,11.08,43.22,62,43.34,0
827,4.38,20.04,64,16.05,0
894,1.6,63.99,214,59.44,0
277,1.33,69.33,135,70.0,1
457,3.99,85.69,190,72.33,1
710,5.72,91.04,98,88.47,1
654,5.31,80.18,322,76.73,1
705,0.53,28.72,32,29.24,0
500,12.19,98.55,159,94.35,2
572,13.77,66.24,77,70.26,1
733,7.93,8.71,29,10.8,0
759,12.97,28.56,381,28.1,0
648,0.76,85.27,51,84.4,1
983,10.51,84.51,292,86.17,1
98,0.96,80.77,135,90.88,2
557,10.12,8.86,49,9.9,0
72,3.87,29.44,41,23.48,0
433,1.04,52.62,46,60.22,1
375,12.71,71.22,246,68.22,1
115,12.04,37.24,338,33.72,0
612,3.1,80.32,19,73.85,1
88,1.55,49.15,78,46.47,0
978,8.04,11.43,69,10.58,0
469,11.19,57.69,48,51.86,0
582,13.84,49.2,279,50.3,0
74,6.33,38.26,235,38.29,0
245,7.47,72.78,249,71.43,1
482,5.98,87.77,172,91.52,2
394,6.07,42.61,54,37.88,0
594,6.1,74.31,220,74.68,1
367,1.05,43.76,44,43.78,0
989,12.43,74.01,180,77.15,1
369,3.84,36.86,290,37.35,0
758,9.94,8.7,328,15.07,0
460,3.89,73.02,295,68.53,1
720,2.79,7.85,137,7.94,0
231,0.02,71.57,1,74.96,1
502,11.22,14.56,188,15.92,0
980,3.56,58.08,291,54.38,0
741,11.91,81.79,144,74.22,1
705,7.05,22.4,105,29.24,0
82,9.62,9.97,91,11.16,0
451,13.94,63.82,335,59.63,0
143,12.88,27.05,59,31.21,0
271,1.65,77.02,30,77.69,1
378,5.33,30.21,154,32.17,0
109,10.46,64.35,151,70.51,1
738,7.04,10.07,110,15.78,0
395,2.6,19.94,59,20.43,0
937,13.9,91.77,397,91.64,2
327,11.32,45.95,113,37.41,0
985,11.44,30.74,330,26.73,0
825,6.98,48.14,186,48.15,0
677,4.88,59.02,141,60.95,1
240,12.4,65.04,278,61.9,1
106,12.49,71.69,396,70.89,1
769,7.48,16.91,60,18.76,0
771,6.85,98.91,178,97.23,2
50,1.48,48.26,198,58.15,0
418,10.49,58.27,145,51.44,0
104,10.91,56.83,148,56.4,0
705,10.3,29.5,95,29.24,0
49,7.76,16.8,71,19.61,0
357,7.08,70.25,381,67.82,1
322,2.17,60.9,238,67.1,1
631,7.52,95.88,153,95.48,2
241,2.57,9.29,94,12.14,0
483,6.06,72.98,29,74.68,1
263,1.74,66.14,66,64.53,1
305,8.61,64.77,213,63.51,1
417,9.08,16.06,165,14.66,0
62,4.39,3.54,60,11.26,0
924,10.06,7.68,60,6.61,0
103,4.43,68.38,29,64.92,1
523,12.11,51.33,209,45.73,0
352,0.89,41.4,94,43.57,0
989,1.35,79.28,104,77.15,1
441,8.2,50.68,163,44.33,0
164,6.49,48.21,176,51.07,0
45,7.78,80.57,53,81.26,1
717,7.11,46.77,261,41.83,0
747,7.66,81.19,125,77.22,1
819,2.53,90.32,102,83.52,1
319,6.65,29.57,33,27.98,0
941,1.03,6.13,89,21.08,0
587,13.5,82.56,185,83.1,1
324,1.49,78.6,95,77.3,1
725,4.74,63.56,61,64.05,1
420,7.16,96.52,190,96.0,2
759,0.12,24.63,25,28.1,0
397,8.26,93.02,177,96.24,2
993,4.5,91.97,58,90.42,2
769,0.07,14.49,2,18.76,0
851,0.12,33.86,6,46.92,0
530,0.17,38.71,26,41.22,0
169,3.96,77.13,48,67.5,1
840,11.65,43.15,297,52.34,0
902,11.65,20.37,316,20.14,0
760,4.22,85.43,257,90.04,2
863,8.88,32.71,194,34.02,0
190,10.68,90.47,158,93.47,2
39,3.06,19.48,111,15.96,0
510,2.06,6.68,224,8.42,0
698,5.92,29.18,28,31.71,0
872,11.91,92.19,321,86.05,1
130,13.18,68.67,60,67.57,1
564,1.37,62.87,53,65.45,1
464,11.78,69.74,134,70.13,1
87,9.88,79.79,33,79.34,1
876,8.61,54.14,236,60.86,1
433,5.2,61.74,85,60.22,1
265,9.81,44.85,187,43.17,0
56,11.74,59.5,311,59.94,0
155,0.4,5.45,14,14.97,0
4,0.96,43.5,174,41.81,0
800,13.89,32.17,214,36.37,0
865,3.09,6.5,330,7.31,0
678,11.93,27.72,307,33.77,0
579,7.09,79.53,204,87.18,1
154,8.08,38.95,333,35.63,0
454,1.03,13.22,182,21.55,0
498,1.81,96.82,168,96.07,2
578,6.85,19.05,110,25.48,0
630,3.79,60.2,248,49.82,0
730,5.85,96.96,83,91.95,2
607,5.29,89.95,112,87.33,1
896,0.19,50.27,21,59.61,0
856,12.11,89.88,223,93.25,2
282,13.16,47.4,93,47.87,0
864,12.83,62.28,24,63.61,1
540,1.81,6.12,105,11.1,0
670,11.95,21.29,251,25.72,0
992,4.9,82.14,347,75.46,1
255,0.59,26.16,49,30.87,0
111,2.88,44.15,65,38.21,0
677,9.97,61.78,173,60.95,1
152,4.4,23.38,104,22.95,0
486,1.2,55.75,64,60.25,1
304,4.35,36.74,281,31.91,0
799,5.72,71.76,233,61.84,1
723,0.71,49.71,87,55.54,0
79,10.18,62.58,45,63.65,1
242,10.73,34.72,128,36.86,0
978,1.24,8.0,41,10.58,0
640,8.63,45.14,27,54.09,0
284,7.52,69.92,44,68.12,1
529,11.42,68.7,125,76.97,1
478,9.49,64.54,262,63.8,1
161,6.13,20.65,313,17.39,0
708,6.85,49.77,94,50.92,0
445,9.01,63.59,265,57.26,0
177,10.13,66.82,310,70.22,1
697,8.9,26.63,209,28.42,0
120,4.7,89.08,196,84.86,1
973,9.51,90.39,160,96.46,2
285,7.1,52.2,220,53.18,0
168,8.38,47.28,185,44.68,0
400,10.49,51.15,337,52.87,0
869,2.46,94.78,213,95.11,2
583,13.54,68.69,247,70.22,1
855,0.89,61.74,20,63.16,1
761,0.98,93.88,53,96.41,2
704,1.9,14.42,34,23.61,0
430,10.65,86.3,43,90.17,2
687,1.53,11.43,14,16.04,0
713,5.01,84.77,258,77.5,1
21,7.48,21.34,273,12.88,0
126,13.87,11.93,222,20.54,0
311,10.91,82.94,46,82.04,1
242,3.47,38.8,106,36.86,0
926,8.11,64.68,366,64.01,1
979,5.28,65.66,159,67.58,1
552,6.19,36.82,341,28.75,0
141,8.14,46.8,169,54.62,0
110,9.5,66.03,232,71.32,1
172,3.75,56.7,120,50.55,0
291,3.06,76.67,171,73.57,1
936,9.6,19.89,78,25.19,0
25,8.99,73.32,254,70.99,1
214,3.17,88.11,294,92.63,2
796,11.26,31.34,342,31.34,0
894,10.93,58.43,336,59.44,0
647,10.03,27.49,334,22.98,0
416,1.58,60.75,172,55.36,0
387,2.35,32.45,246,30.6,0
908,13.09,34.04,360,41.31,0
967,2.54,75.94,79,72.8,1
445,11.63,55.83,265,57.26,0
647,2.46,25.96,228,22.98,0
874,2.24,44.49,233,46.47,0
365,0.32,82.36,10,93.01,2
470,0.54,23.75,78,22.34,0
654,13.12,80.66,305,76.73,1
418,1.47,38.29,92,51.44,0
383,3.92,85.65,293,90.94,2
650,7.31,85.64,92,85.26,1
906,6.28,39.38,56,43.34,0
46,7.62,24.45,262,23.39,0
694,10.72,54.83,116,55.19,0
909,4.27,76.43,212,83.99,1
876,10.83,63.02,232,60.86,1
702,9.63,19.02,33,28.01,0
184,9.01,66.57,83,69.64,1
174,4.44,38.26,42,35.07,0
928,3.23,19.44,307,15.38,0
